reportdate,hospital,dphcategory,covidstatus,patientcount,data_as_of,data_loaded_at
2021/01/11,All SF Hospitals,ICU,COVID+,62,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/11,All SF Hospitals,Med/Surg,COVID+,194,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/12,All SF Hospitals,Med/Surg,COVID+,192,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/13,All SF Hospitals,ICU,COVID+,63,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/13,All SF Hospitals,Med/Surg,COVID+,178,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/14,All SF Hospitals,ICU,COVID+,62,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/14,All SF Hospitals,Med/Surg,COVID+,176,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/15,All SF Hospitals,ICU,COVID+,55,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/15,All SF Hospitals,Med/Surg,COVID+,183,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/16,All SF Hospitals,ICU,COVID+,57,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/16,All SF Hospitals,Med/Surg,COVID+,193,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/17,All SF Hospitals,Med/Surg,COVID+,184,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/18,All SF Hospitals,ICU,COVID+,62,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/18,All SF Hospitals,Med/Surg,COVID+,181,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/19,All SF Hospitals,ICU,COVID+,55,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/19,All SF Hospitals,Med/Surg,COVID+,174,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/20,All SF Hospitals,ICU,COVID+,53,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/20,All SF Hospitals,Med/Surg,COVID+,161,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/21,All SF Hospitals,ICU,COVID+,50,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/21,All SF Hospitals,Med/Surg,COVID+,142,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/22,All SF Hospitals,ICU,COVID+,55,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/22,All SF Hospitals,Med/Surg,COVID+,136,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/23,All SF Hospitals,ICU,COVID+,53,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/23,All SF Hospitals,Med/Surg,COVID+,138,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/24,All SF Hospitals,ICU,COVID+,53,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/24,All SF Hospitals,Med/Surg,COVID+,132,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/25,All SF Hospitals,ICU,COVID+,53,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/25,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/25,All SF Hospitals,Med/Surg,COVID+,122,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/25,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/26,All SF Hospitals,ICU,COVID+,52,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/26,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/26,All SF Hospitals,Med/Surg,COVID+,119,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/27,All SF Hospitals,ICU,COVID+,54,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/27,All SF Hospitals,Med/Surg,COVID+,118,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/28,All SF Hospitals,ICU,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/28,All SF Hospitals,Med/Surg,COVID+,138,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/28,All SF Hospitals,Med/Surg,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/29,All SF Hospitals,ICU,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/29,All SF Hospitals,Med/Surg,COVID+,130,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/30,All SF Hospitals,ICU,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/30,All SF Hospitals,Med/Surg,COVID+,121,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/31,All SF Hospitals,ICU,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/31,All SF Hospitals,Med/Surg,COVID+,125,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/01,All SF Hospitals,ICU,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/01,All SF Hospitals,Med/Surg,COVID+,137,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/02,All SF Hospitals,ICU,COVID+,46,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/02,All SF Hospitals,Med/Surg,COVID+,123,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/03,All SF Hospitals,ICU,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/03,All SF Hospitals,Med/Surg,COVID+,127,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/04,All SF Hospitals,ICU,COVID+,49,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/04,All SF Hospitals,Med/Surg,COVID+,126,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/05,All SF Hospitals,ICU,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/05,All SF Hospitals,Med/Surg,COVID+,119,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/06,All SF Hospitals,ICU,COVID+,45,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/06,All SF Hospitals,Med/Surg,COVID+,111,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/07,All SF Hospitals,ICU,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/07,All SF Hospitals,Med/Surg,COVID+,102,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/08,All SF Hospitals,ICU,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/08,All SF Hospitals,Med/Surg,COVID+,105,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/09,All SF Hospitals,ICU,COVID+,39,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/10,All SF Hospitals,ICU,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/11,All SF Hospitals,ICU,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/12,All SF Hospitals,ICU,COVID+,35,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/12,All SF Hospitals,Med/Surg,COVID+,88,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/13,All SF Hospitals,ICU,COVID+,37,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/13,All SF Hospitals,Med/Surg,COVID+,81,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/14,All SF Hospitals,ICU,COVID+,35,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/14,All SF Hospitals,Med/Surg,COVID+,79,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/22,All SF Hospitals,Med/Surg,COVID+,65,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/23,All SF Hospitals,Med/Surg,COVID+,59,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/24,All SF Hospitals,ICU,COVID+,25,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/24,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/24,All SF Hospitals,Med/Surg,COVID+,67,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/25,All SF Hospitals,ICU,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/26,All SF Hospitals,ICU,COVID+,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/26,All SF Hospitals,Med/Surg,COVID+,52,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/27,All SF Hospitals,ICU,COVID+,26,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/28,All SF Hospitals,ICU,COVID+,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/28,All SF Hospitals,Med/Surg,COVID+,52,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/01,All SF Hospitals,ICU,COVID+,20,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/01,All SF Hospitals,Med/Surg,COVID+,52,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/02,All SF Hospitals,ICU,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/02,All SF Hospitals,Med/Surg,COVID+,43,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/03,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/03,All SF Hospitals,Med/Surg,COVID+,34,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/04,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/04,All SF Hospitals,Med/Surg,COVID+,38,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/08,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/09,All SF Hospitals,ICU,COVID+,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/10,All SF Hospitals,ICU,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/10,All SF Hospitals,Med/Surg,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/11,All SF Hospitals,ICU,COVID+,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/11,All SF Hospitals,Med/Surg,COVID+,23,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/12,All SF Hospitals,ICU,COVID+,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/13,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/13,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/14,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/14,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/15,All SF Hospitals,ICU,COVID+,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/16,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/16,All SF Hospitals,Med/Surg,COVID+,23,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/17,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/17,All SF Hospitals,Med/Surg,COVID+,26,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/18,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/18,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/19,All SF Hospitals,ICU,COVID+,14,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/19,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/20,All SF Hospitals,ICU,COVID+,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/20,All SF Hospitals,Med/Surg,COVID+,28,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/21,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/22,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/12,All SF Hospitals,Med/Surg,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/05/17,All SF Hospitals,ICU,COVID+,19,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/02,All SF Hospitals,Med/Surg,COVID+,42,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/08,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/27,All SF Hospitals,Med/Surg,PUI,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/06,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/25,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/01/13,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/11,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/12,All SF Hospitals,Med/Surg,COVID+,73,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/22,All SF Hospitals,Med/Surg,PUI,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/28,All SF Hospitals,ICU,COVID+,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/09,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/05,All SF Hospitals,Med/Surg,COVID+,66,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/14,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/21,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/06/21,All SF Hospitals,Med/Surg,COVID+,34,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/05,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/24,All SF Hospitals,Med/Surg,COVID+,75,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/12,All SF Hospitals,Med/Surg,COVID+,59,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/16,All SF Hospitals,Med/Surg,COVID+,35,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/21,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/05,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/29,All SF Hospitals,ICU,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/14,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/06,All SF Hospitals,Med/Surg,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/27,All SF Hospitals,Med/Surg,COVID+,55,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/02/22,All SF Hospitals,Med/Surg,COVID+,82,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/10,All SF Hospitals,Med/Surg,PUI,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/14,All SF Hospitals,ICU,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/04,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/09,All SF Hospitals,Med/Surg,COVID+,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/28,All SF Hospitals,Med/Surg,COVID+,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/16,All SF Hospitals,Med/Surg,COVID+,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/05,All SF Hospitals,Med/Surg,COVID+,9,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/09,All SF Hospitals,Med/Surg,COVID+,32,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/05,All SF Hospitals,Med/Surg,COVID+,92,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/25,All SF Hospitals,ICU,COVID+,22,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/03,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/21,All SF Hospitals,ICU,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/10,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/01,All SF Hospitals,ICU,COVID+,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/20,All SF Hospitals,ICU,COVID+,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/17,All SF Hospitals,Med/Surg,COVID+,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/15,All SF Hospitals,Med/Surg,COVID+,72,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/13,All SF Hospitals,ICU,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/09,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/18,All SF Hospitals,ICU,PUI,2,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/19,All SF Hospitals,ICU,COVID+,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/13,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/09,All SF Hospitals,ICU,COVID+,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/20,All SF Hospitals,Med/Surg,COVID+,83,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/01,All SF Hospitals,ICU,COVID+,21,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/21,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/02/11,All SF Hospitals,ICU,COVID+,41,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/07,All SF Hospitals,Med/Surg,COVID+,45,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/18,All SF Hospitals,Med/Surg,COVID+,38,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/07/19,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/21,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/04,All SF Hospitals,ICU,COVID+,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/19,All SF Hospitals,Med/Surg,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/01,All SF Hospitals,Med/Surg,PUI,12,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/16,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/17,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/07/04,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/24,All SF Hospitals,Med/Surg,COVID+,48,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/11/01,All SF Hospitals,Med/Surg,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/29,All SF Hospitals,Med/Surg,PUI,10,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/08,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/28,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/21,All SF Hospitals,ICU,COVID+,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/07,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/29,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/16,All SF Hospitals,Med/Surg,COVID+,76,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/06/29,All SF Hospitals,ICU,COVID+,19,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/08/06,All SF Hospitals,ICU,COVID+,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/15,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/26,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/10,All SF Hospitals,Med/Surg,COVID+,90,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/09/26,All SF Hospitals,ICU,COVID+,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/09/03,All SF Hospitals,Med/Surg,COVID+,59,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/03,All SF Hospitals,Med/Surg,COVID+,39,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/10/12,All SF Hospitals,ICU,COVID+,16,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/11,All SF Hospitals,Med/Surg,COVID+,17,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/03,All SF Hospitals,Med/Surg,COVID+,78,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/10/06,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/05/21,All SF Hospitals,Med/Surg,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/21,All SF Hospitals,Med/Surg,PUI,15,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/04/18,All SF Hospitals,ICU,COVID+,27,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/07/21,All SF Hospitals,ICU,COVID+,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/09/16,All SF Hospitals,ICU,PUI,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/11/01,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/12/24,All SF Hospitals,Med/Surg,COVID+,87,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/22,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/06/03,All SF Hospitals,Med/Surg,COVID+,4,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/23,All SF Hospitals,Med/Surg,COVID+,49,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/08/24,All SF Hospitals,Med/Surg,PUI,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/03/31,All SF Hospitals,Med/Surg,PUI,7,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/11/06,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/03/03,All SF Hospitals,Med/Surg,PUI,8,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/18,All SF Hospitals,Med/Surg,PUI,11,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/12/04,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/04/01,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/19,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/13,All SF Hospitals,Med/Surg,COVID+,67,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/12/27,All SF Hospitals,Med/Surg,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/08/09,All SF Hospitals,ICU,PUI,0,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/19,All SF Hospitals,ICU,PUI,3,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/01/09,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/07/17,All SF Hospitals,Med/Surg,PUI,18,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/02/21,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/10/31,All SF Hospitals,Med/Surg,PUI,13,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/09,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/05/31,All SF Hospitals,Med/Surg,COVID+,47,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2020/06/16,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/04/18,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2023/03/29,All SF Hospitals,ICU,PUI,1,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2021/05/11,All SF Hospitals,Med/Surg,PUI,6,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
2022/04/13,All SF Hospitals,Med/Surg,PUI,5,08/30/2023 04:00:05 PM,08/30/2023 05:30:07 PM
